trade_index,fold_id,event_id,cycle_id,cycle_number,timestamp,token,asset_key,source_type,validation_status,rule,net_profit_usd,net_edge_bps,total_cost_bps,quote_latency_ms,profitable,historical_confirmed_attempts,historical_profitable_confirmation_rate,historical_median_fee_share,historical_median_penalty_share,execution_aware_minimum_profit_usd,execution_aware_minimum_edge_bps,accepted,rejection_reasons
1,1,HISTORICAL:CYCLE-000006-20260730T214218000000:00000501,CYCLE-000006-20260730T214218000000,6,2026-07-30T21:42:18.000+00:00,BOLT,SYMBOL:BOLT,HISTORICAL,HISTORICAL_UNVALIDATED,BASE_FILTER_ONLY,0.025919000000000025,259.1900000000003,20.0,0.0,True,96,1.0,0.11676210314396304,0.04678551415956436,0.0075,5.0,True,
