institutional_event_id,institutional_schema_version,feature_store_schema_version,source_type,source_dataset,source_schema_version,source_row_id,source_event_id,cycle_id,cycle_number,event_time,scan_time,token,token_key,mint,asset_key,buy_route,sell_route,route_pair,validation_status,research_eligible,starting_amount_usd,ending_amount_usd,gross_profit_usd,estimated_cost_usd,gross_edge_bps,total_cost_bps,slippage_bps,price_impact_bps,network_fee_usd,dex_fee_usd,slippage_cost_usd,liquidity_usd,volume_24h_usd,volume_liquidity_ratio,route_hops,dex_count,market_score,liquidity_score,volume_score,pair_score,intelligence_score,ai_priority,opportunity_probability,expected_profit_usd,combined_confidence,prediction_confidence,downside_risk,trend_score,stability_score,score_mean,score_std,score_min,score_max,score_range,quote_latency_ms,quote_age_ms,enrichment_quality_score,cycle_position,cycle_size,cycle_elapsed_seconds,scanner_speed_tokens_per_minute,source_is_historical,source_is_verified_live,validation_is_verified,validation_is_verified_with_warning,is_stale_quote,is_high_latency,is_high_price_impact,is_high_cost,is_low_liquidity,is_low_activity,prior_asset_observations,prior_asset_profitable_count,prior_asset_win_rate,prior_asset_average_net_profit_usd,prior_asset_average_net_edge_bps,prior_asset_average_cost_bps,prior_asset_average_latency_ms,prior_asset_profit_std_usd,prior_asset_best_profit_usd,prior_asset_worst_profit_usd,prior_cycle_observations,prior_cycle_profitable_count,prior_cycle_win_rate,prior_cycle_average_net_profit_usd,prior_cycle_average_net_edge_bps,prior_cycle_average_cost_bps,prior_global_observations,prior_global_profitable_count,prior_global_win_rate,prior_global_average_net_profit_usd,prior_global_average_net_edge_bps,prior_global_average_cost_bps,rolling_asset_observations,rolling_asset_profitable_count,rolling_asset_win_rate,rolling_asset_average_net_profit_usd,rolling_asset_average_net_edge_bps,rolling_asset_average_cost_bps,rolling_asset_average_latency_ms,rolling_asset_profit_std_usd,rolling_asset_best_profit_usd,rolling_asset_worst_profit_usd,rolling_global_observations,rolling_global_profitable_count,rolling_global_win_rate,rolling_global_average_net_profit_usd,rolling_global_average_net_edge_bps,rolling_global_average_cost_bps,label_quote_successful,label_eligible,label_profitable,label_outcome,label_decision,label_net_profit_usd,label_net_edge_bps
HISTORICAL:CYCLE-000001-20260730T140940000000:00000086,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,86,86,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,RAGEGUY,RAGEGUY,,SYMBOL:RAGEGUY,Meteora DLMM → Meteora DLMM → Pump.fun Amm,Pump.fun Amm → GoonFi V2 → Riptide,Meteora DLMM → Meteora DLMM → Pump.fun Amm || Pump.fun Amm → GoonFi V2 → Riptide,HISTORICAL_UNVALIDATED,False,1.0,0.980316,-0.019684000000000035,0.002,-196.84000000000034,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.87,15.3,29.18,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,85,0,0.0,-0.006765600000000007,-67.65600000000006,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.0172495,-172.495,20.0,True,False,False,NEGATIVE,SKIP,-0.021684000000000037,-216.84000000000037
HISTORICAL:CYCLE-000001-20260730T140940000000:00000087,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,87,87,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,COPPERINU,COPPERINU,,SYMBOL:COPPERINU,Meteora DLMM → Meteora DLMM → Pump.fun Amm,Pump.fun Amm → Quantum,Meteora DLMM → Meteora DLMM → Pump.fun Amm || Pump.fun Amm → Quantum,HISTORICAL_UNVALIDATED,False,1.0,0.980315,-0.019684999999999953,0.002,-196.8499999999995,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.37,21.81,15.86,28.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,86,0,0.0,-0.006939069767441868,-69.39069767441867,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.017907850000000003,-179.07850000000002,20.0,True,False,False,NEGATIVE,SKIP,-0.021684999999999954,-216.84999999999954
HISTORICAL:CYCLE-000001-20260730T140940000000:00000088,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,88,88,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,PEPONK,PEPONK,,SYMBOL:PEPONK,Meteora DLMM → Raydium CLMM → Pump.fun Amm,Pump.fun Amm → GoonFi V2,Meteora DLMM → Raydium CLMM → Pump.fun Amm || Pump.fun Amm → GoonFi V2,HISTORICAL_UNVALIDATED,False,1.0,0.980292,-0.019707999999999948,0.002,-197.07999999999947,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,7.93,35.98,11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,87,0,0.0,-0.0071085632183908115,-71.0856321839081,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.018535450000000002,-185.35450000000003,20.0,True,False,False,NEGATIVE,SKIP,-0.02170799999999995,-217.0799999999995
HISTORICAL:CYCLE-000001-20260730T140940000000:00000089,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,89,89,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,boob,BOOB,,SYMBOL:BOOB,Riptide → GoonFi V2 → Pump.fun Amm,Pump.fun Amm → Raydium CLMM,Riptide → GoonFi V2 → Pump.fun Amm || Pump.fun Amm → Raydium CLMM,HISTORICAL_UNVALIDATED,False,1.0,0.980181,-0.01981900000000003,0.002,-198.1900000000003,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.48,9.92,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,88,0,0.0,-0.007274465909090915,-72.74465909090915,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.019151099999999997,-191.511,20.0,True,False,False,NEGATIVE,SKIP,-0.021819000000000033,-218.19000000000034
HISTORICAL:CYCLE-000001-20260730T140940000000:00000090,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,90,90,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,meowl,MEOWL,,SYMBOL:MEOWL,Riptide → HumidiFi → Pump.fun Amm,Pump.fun Amm → Raydium CLMM → Manifest,Riptide → HumidiFi → Pump.fun Amm || Pump.fun Amm → Raydium CLMM → Manifest,HISTORICAL_UNVALIDATED,False,1.0,0.979501,-0.020499000000000045,0.002,-204.99000000000046,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,3.4,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,89,0,0.0,-0.007437887640449444,-74.37887640449445,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.0196936,-196.93599999999998,20.0,True,False,False,NEGATIVE,SKIP,-0.022499000000000047,-224.99000000000046
HISTORICAL:CYCLE-000001-20260730T140940000000:00000091,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,91,91,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,PFP,PFP,,SYMBOL:PFP,Riptide → GoonFi V2 → Pump.fun Amm,Pump.fun Amm → Whirlpool,Riptide → GoonFi V2 → Pump.fun Amm || Pump.fun Amm → Whirlpool,HISTORICAL_UNVALIDATED,False,1.0,0.979359,-0.02064100000000002,0.002,-206.4100000000002,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12,9.63,7.65,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,90,0,0.0,-0.00760523333333334,-76.0523333333334,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.0201324,-201.324,20.0,True,False,False,NEGATIVE,SKIP,-0.022641000000000022,-226.41000000000022
HISTORICAL:CYCLE-000001-20260730T140940000000:00000092,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,92,92,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,Stickman,STICKMAN,,SYMBOL:STICKMAN,Meteora DLMM → Meteora DLMM → Pump.fun Amm,Pump.fun Amm → Flux,Meteora DLMM → Meteora DLMM → Pump.fun Amm || Pump.fun Amm → Flux,HISTORICAL_UNVALIDATED,False,1.0,0.979318,-0.020681999999999978,0.002,-206.8199999999998,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79,3.68,21.81,69.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,91,0,0.0,-0.0077704615384615455,-77.70461538461545,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.020568950000000003,-205.68950000000004,20.0,True,False,False,NEGATIVE,SKIP,-0.02268199999999998,-226.8199999999998
HISTORICAL:CYCLE-000001-20260730T140940000000:00000093,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,93,93,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,NYAN,NYAN,,SYMBOL:NYAN,PancakeSwap → Pump.fun Amm,Pump.fun Amm → PancakeSwap → HumidiFi,PancakeSwap → Pump.fun Amm || Pump.fun Amm → PancakeSwap → HumidiFi,HISTORICAL_UNVALIDATED,False,1.0,0.979228,-0.020772000000000013,0.002,-207.72000000000014,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.49,4.82,33.99,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,92,0,0.0,-0.007932543478260876,-79.32543478260877,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.0209195,-209.19500000000002,20.0,True,False,False,NEGATIVE,SKIP,-0.022772000000000014,-227.72000000000014
HISTORICAL:CYCLE-000001-20260730T140940000000:00000094,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,94,94,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,ELON,ELON,,SYMBOL:ELON,Byreal → Scorch → Pump.fun Amm,Pump.fun Amm → Raydium CLMM → Riptide,Byreal → Scorch → Pump.fun Amm || Pump.fun Amm → Raydium CLMM → Riptide,HISTORICAL_UNVALIDATED,False,1.0,0.978722,-0.02127800000000002,0.002,-212.7800000000002,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57,9.92,20.96,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,93,0,0.0,-0.008092107526881727,-80.92107526881728,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.021168400000000004,-211.68400000000003,20.0,True,False,False,NEGATIVE,SKIP,-0.02327800000000002,-232.7800000000002
HISTORICAL:CYCLE-000001-20260730T140940000000:00000095,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,95,95,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,Aliens,ALIENS,,SYMBOL:ALIENS,Whirlpool → Orca V2 → Pump.fun Amm,Pump.fun Amm → Raydium CLMM,Whirlpool → Orca V2 → Pump.fun Amm || Pump.fun Amm → Raydium CLMM,HISTORICAL_UNVALIDATED,False,1.0,0.978317,-0.021683000000000008,0.002,-216.83000000000007,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32,14.16,18.98,35.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,94,0,0.0,-0.008253659574468091,-82.53659574468091,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.021438200000000008,-214.38200000000006,20.0,True,False,False,NEGATIVE,SKIP,-0.02368300000000001,-236.8300000000001
HISTORICAL:CYCLE-000001-20260730T140940000000:00000096,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,96,96,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,SCAM,SCAM,,SYMBOL:SCAM,Whirlpool → Orca V2 → Pump.fun Amm,Pump.fun Amm → Meteora DLMM → ZeroFi,Whirlpool → Orca V2 → Pump.fun Amm || Pump.fun Amm → Meteora DLMM → ZeroFi,HISTORICAL_UNVALIDATED,False,1.0,0.977286,-0.022714000000000012,0.002,-227.14000000000013,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.23,6.8,20.4,46.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,95,0,0.0,-0.008416073684210533,-84.16073684210534,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.021659000000000005,-216.59000000000006,20.0,True,False,False,NEGATIVE,SKIP,-0.024714000000000014,-247.14000000000013
HISTORICAL:CYCLE-000001-20260730T140940000000:00000097,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,97,97,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,SANTA,SANTA,,SYMBOL:SANTA,Byreal → Scorch → Raydium CP,Raydium CP → GoonFi V2 → Riptide,Byreal → Scorch → Raydium CP || Raydium CP → GoonFi V2 → Riptide,HISTORICAL_UNVALIDATED,False,1.0,0.975696,-0.024303999999999992,0.002,-243.03999999999994,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,8.78,16.15,11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,96,0,0.0,-0.008585843750000008,-85.85843750000008,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.021923250000000005,-219.23250000000007,20.0,True,False,False,NEGATIVE,SKIP,-0.026303999999999994,-263.03999999999996
HISTORICAL:CYCLE-000001-20260730T140940000000:00000098,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,98,98,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,JTVO,JTVO,,SYMBOL:JTVO,Riptide → HumidiFi → Meteora DAMM v2,Meteora DAMM v2 → Whirlpool,Riptide → HumidiFi → Meteora DAMM v2 || Meteora DAMM v2 → Whirlpool,HISTORICAL_UNVALIDATED,False,1.0,0.960571,-0.03942900000000005,0.002,-394.2900000000005,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,5.38,1.42,35.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,97,0,0.0,-0.008768505154639183,-87.68505154639182,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.022266800000000003,-222.66800000000003,20.0,True,False,False,NEGATIVE,SKIP,-0.04142900000000005,-414.2900000000005
HISTORICAL:CYCLE-000001-20260730T140940000000:00000099,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,99,99,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,CPT,CPT,,SYMBOL:CPT,Meteora DAMM v2,Meteora DAMM v2,Meteora DAMM v2 || Meteora DAMM v2,HISTORICAL_UNVALIDATED,False,1.0,0.960365,-0.039634999999999976,0.002,-396.34999999999974,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,18.41,28.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,98,0,0.0,-0.009101775510204088,-91.0177551020409,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.023355500000000008,-233.55500000000006,20.0,True,False,False,NEGATIVE,SKIP,-0.04163499999999998,-416.3499999999998
HISTORICAL:CYCLE-000001-20260730T140940000000:00000100,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,100,100,CYCLE-000001-20260730T140940000000,1,2026-07-30T14:09:40.000+00:00,2026-07-30T14:09:40.000+00:00,DUMP,DUMP,,SYMBOL:DUMP,Meteora DLMM → Meteora DLMM → Meteora DAMM v2,Meteora DLMM → BisonFi,Meteora DLMM → Meteora DLMM → Meteora DAMM v2 || Meteora DLMM → BisonFi,HISTORICAL_UNVALIDATED,False,1.0,0.815818,-0.18418199999999996,0.002,-1841.8199999999995,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02,36.54,9.63,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,99,0,0.0,-0.009430393939393947,-94.30393939393947,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0.0,-0.024405950000000003,-244.0595,20.0,True,False,False,NEGATIVE,SKIP,-0.18618199999999996,-1861.8199999999995
HISTORICAL:CYCLE-000002-20260730T184642000000:00000101,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,101,101,CYCLE-000002-20260730T184642000000,2,2026-07-30T18:46:42.000+00:00,2026-07-30T18:46:42.000+00:00,SPYx,SPYX,,SYMBOL:SPYX,Whirlpool → GoonFi V2 → Whirlpool,Whirlpool → Meteora DLMM,Whirlpool → GoonFi V2 → Whirlpool || Whirlpool → Meteora DLMM,HISTORICAL_UNVALIDATED,False,1.0,1.000342,0.0003420000000000645,0.002,3.4200000000006447,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.67,86.36,85.76,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,1,0,0.0,-0.0017650000000000148,-17.650000000000148,20.0,0.0,0.0,-0.0017650000000000148,-0.0017650000000000148,100,0,0.0,-0.011197910000000007,-111.97910000000007,20.0,100,0,0.0,-0.011197910000000007,-111.97910000000007,20.0,1,0,0.0,-0.0017650000000000148,-17.650000000000148,20.0,0.0,0.0,-0.0017650000000000148,-0.0017650000000000148,20,0,0.0,-0.032639800000000004,-326.398,20.0,True,False,False,NEGATIVE,SKIP,-0.0016579999999999356,-16.579999999999355
HISTORICAL:CYCLE-000002-20260730T184642000000:00000102,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,102,102,CYCLE-000002-20260730T184642000000,2,2026-07-30T18:46:42.000+00:00,2026-07-30T18:46:42.000+00:00,MET,MET,,SYMBOL:MET,Riptide → Aquifer,Meteora DLMM → Raydium CLMM → Quantum,Riptide → Aquifer || Meteora DLMM → Raydium CLMM → Quantum,HISTORICAL_UNVALIDATED,False,1.0,1.000267,0.0002670000000000172,0.002,2.6700000000001722,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.02,90.3,99.7,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,1,0,0.0,-0.0029740000000000304,-29.740000000000304,20.0,0.0,0.0,-0.0029740000000000304,-0.0029740000000000304,100,0,0.0,-0.011197910000000007,-111.97910000000007,20.0,101,0,0.0,-0.01110345544554456,-111.0345544554456,20.0,1,0,0.0,-0.0029740000000000304,-29.740000000000304,20.0,0.0,0.0,-0.0029740000000000304,-0.0029740000000000304,20,0,0.0,-0.03164645,-316.46449999999993,20.0,True,False,False,NEGATIVE,SKIP,-0.0017329999999999828,-17.329999999999828
HISTORICAL:CYCLE-000002-20260730T184642000000:00000103,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,103,103,CYCLE-000002-20260730T184642000000,2,2026-07-30T18:46:42.000+00:00,2026-07-30T18:46:42.000+00:00,USD1,USD1,,SYMBOL:USD1,Whirlpool → Aquifer → Manifest,AlphaQ → Raydium CLMM → Quantum,Whirlpool → Aquifer → Manifest || AlphaQ → Raydium CLMM → Quantum,HISTORICAL_UNVALIDATED,False,1.0,1.00026,0.00025999999999992696,0.002,2.5999999999992696,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.06,95.45,91.52,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,1,0,0.0,-0.0017970000000000468,-17.970000000000468,20.0,0.0,0.0,-0.0017970000000000468,-0.0017970000000000468,100,0,0.0,-0.011197910000000007,-111.97910000000007,20.0,102,0,0.0,-0.011011588235294124,-110.11588235294123,20.0,1,0,0.0,-0.0017970000000000468,-17.970000000000468,20.0,0.0,0.0,-0.0017970000000000468,-0.0017970000000000468,20,0,0.0,-0.030653599999999996,-306.53599999999994,20.0,True,False,False,NEGATIVE,SKIP,-0.001740000000000073,-17.40000000000073
HISTORICAL:CYCLE-000002-20260730T184642000000:00000104,13B.1.0,13C.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,104,104,CYCLE-000002-20260730T184642000000,2,2026-07-30T18:46:42.000+00:00,2026-07-30T18:46:42.000+00:00,USDG,USDG,,SYMBOL:USDG,Whirlpool → GoonFi V2 → Raydium CLMM,Whirlpool → HumidiFi → Meteora DLMM,Whirlpool → GoonFi V2 → Raydium CLMM || Whirlpool → HumidiFi → Meteora DLMM,HISTORICAL_UNVALIDATED,False,1.0,1.000155,0.00015499999999990521,0.002,1.5499999999990521,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.18,99.09,96.36,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,1,0,0.0,-0.0018739999999999295,-18.739999999999295,20.0,0.0,0.0,-0.0018739999999999295,-0.0018739999999999295,100,0,0.0,-0.011197910000000007,-111.97910000000007,20.0,103,0,0.0,-0.010921572815533987,-109.21572815533987,20.0,1,0,0.0,-0.0018739999999999295,-18.739999999999295,20.0,0.0,0.0,-0.0018739999999999295,-0.0018739999999999295,20,0,0.0,-0.029658100000000003,-296.581,20.0,True,False,False,NEGATIVE,SKIP,-0.0018450000000000948,-18.450000000000948
