id,live_feature_schema_version,cycle_id,cycle_number,started_at,finished_at,elapsed_seconds,scanner_speed_tokens_per_minute,observations_received,observations_logged,observations_failed,quote_successes,quote_errors,eligible_observations,profitable_observations,average_net_profit_usd,best_net_profit_usd,worst_net_profit_usd,average_total_cost_bps,average_quote_latency_ms,average_quote_age_ms,average_enrichment_quality_score,created_at,validation_status,validation_quality_score,validation_errors,validation_warnings,validated_at,validator_version,research_eligible
6,12B.1.0,2026-07-31 22:13:54,21,2026-07-31 22:13:54,2026-07-31 22:17:21,202.30766451799718,29.657798750705478,100,100,0,100,0,0,2,-0.0035989899999999938,0.006679000000000103,-0.011754999999999958,20.0,172.78752475889632,0.0,99.9,2026-08-01T02:17:23.036+00:00,VERIFIED_WITH_WARNING,99.0,0,1,2026-08-01T02:35:53.187+00:00,12E.1.1,1
